date,AAA10Y,ASEANTOT,BAA10Y,BUSAPPWNSAUS,BUSAPPWNSAUSYY,CBUSAPPWNSAUS,CBUSAPPWNSAUSYY,CUUR0000SA0R,DEXCHUS,DEXUSEU,DEXUSUK,DFII10,DFII20,DFII30,DFII5,DFII7,DLTIIT,DPCREDIT,DPRIME,EECTOT,EFFR,EFFRVOL,FRGSHPUSM649NCIS,GVIPT50002S,GVIPT50030S,GVIPT51000S,GVIPT51100S,GVIPT51110S,GVIPT51120S,GVIPT51200S,GVIPT52000S,GVIPT52100S,GVIPT521A3S,GVIPT52300S,GVIPT54000S,GVIPT54100S,GVIPT54200S,GVIPT54220S,INFECTDISEMVTRACKD,IOER,IORR,MEDCPIM158SFRBCLE,MORTGAGE15US,MORTGAGE30US,OBFR,OBFRVOL,PCUADLVWRADLVWR,PCUAINFOAINFO,PCUAMUMAMUM,PCUARETTRARETTR,PCUASHCASHC,PCUASTDSVASTDSV,PCUATRADEATRADE,PCUATRANSATRANS,PCUATRNWRATRNWR,PCUATTDSVATTDSV,PCUAWHLTRAWHLTR,PCUOMFGOMFG,PCUOMINOMIN,SFTPAGRM158SFRBSF,SOFR,SOFRVOL,SP500,T10YIE,TEDRATE,TLAACBW027NBOG,TLBACBW027NBOG,TSIFRGHT,UNRATE,WLEMUINDXD,ft3,ft5,ft10,ft100,ma7,ma21,26ema,12ema,MACD,ema,momentum,SP500_UNNORM
2000-01-03,-0.9258022328212964,,-1.250124259412362,,,,,,1.367134622604112,-1.1685700865307689,0.2607712241738476,,,,,,2.379135643362752,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.223793485971755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0967078818146611,,,,,,,,,,,,
2000-01-04,-0.8565701446848729,,-1.2097373444601505,,,,,,1.367259118561189,-1.0741929028470092,0.3078818455946482,,,,,,2.379135643362752,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,0.0118291894340543,,,,,,,,,,,,,,,,,,,,,,,,,,0.8750301641593875,,,,,1.846080602657606,,,,,,,,,,,,
2000-01-05,-0.9488795955334376,,-1.277048869380503,,,,,,1.367134622604112,-1.058259092614685,0.3290816252340092,,,,,,2.379135643362752,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.223793485971755,,,,,,,,,,,,,,,,,,,,,,,,,,0.8249643882611054,-1.5855225150657877,-1.5681248062575794,,,-0.374432317310773,,,,,,,,,,,,
2000-01-06,-0.9719569582455788,,-1.277048869380503,,,,,,1.3670101266470347,-1.0650003200206686,0.3573479980864896,,,,,,2.3970320545435166,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.223793485971755,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000630521085285,,,,,-0.3994916447054487,,,,,,,,,,,,
2000-01-07,-0.9258022328212964,,-1.2366619544282915,,,,,,1.3666366387758029,-1.0833854856733487,0.3144773325935616,,,,,,2.3970320545435166,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.223793485971755,,,,2.237570961158045,2.303033049698657,,,,,,,,,,,,,,,,,,,,,0.9751617159559516,,,,,-0.3797598908513732,,,,,,,,,,,,
2000-01-10,-0.9719569582455788,,-1.2366619544282915,,,,,,1.3666366387758029,-1.1091247175871026,0.3097662704514811,,,,,,2.414928465724281,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.223793485971755,,,,,,,,,,,,,,,,,,,,,,,,,,0.9250959400576696,,,,,-0.4612520342687048,,,,,,,,,,,,
2000-01-11,-0.99503432095772,,-1.250124259412362,,,,,,1.36676113473288,-1.0662259977308473,0.3597035291575304,,,,,,2.423876671314663,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.223793485971755,,,,,,,,,,,,,,,,,,,,,,,,,,0.8499972762102465,,,,,-0.4927241816659551,,,,,,,,,,,,
2000-01-12,-1.0181116836698612,,-1.2635865643964326,,,,,,1.3668856306899575,-1.0913523907895106,0.3526369359444101,,,,,,2.414928465724281,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.223793485971755,,,,,,,,,,,,,,,,,,,,,,,,,,0.8249643882611054,-1.5884615299640203,-1.5724037219298184,,,-0.2664009649597099,,,,,,,,,,,,
2000-01-13,-0.9258022328212964,,-1.1693504295079389,,,,,,1.367134622604112,-1.0980936181954928,0.3606457415859463,,,,,,2.405980260133899,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.0524315402220754,,,,,,,,,,,,,,,,,,,,,,,,,,0.9250959400576696,,,,,-0.5301158552194281,,,,,,,,,,,,
2000-01-14,-0.9719569582455788,,-1.19627503947608,,,,,,1.3670101266470347,-1.1851167356181824,0.299873039953113,,,,,,2.4507212880858105,,2.0069544327579343,,,,,,,,,,,,,,,,,,,,-0.223793485971755,,,,2.2721469882040437,2.3255238991427345,,,,,,,,,,,,,,,,,,,,,0.9250959400576696,,,,,-0.5214338835236348,,,,,,,,,,,,
