date,SIN_DATE,COS_DATE,ft3,ft5,ft10,ft100,ma7,ma21,26ema,12ema,MACD,ema,momentum,upper_band,lower_band,SP500
2000-01-03,0.051619667223253764,0.998666816288476,,,,,,,,,,,,,,
2000-01-04,0.06880242680231986,0.9976303053065857,,,,,,,,,,,,,,
2000-01-05,0.08596479873744647,0.9962981749346078,,,,,,,,,,,,,,
2000-01-06,0.10310169744743485,0.9946708199115211,,,,,,,,,,,,,,
2000-01-07,0.1202080448993527,0.9927487224577402,,,,,,,,,,,,,,
2000-01-10,0.1712931441814776,0.9852201067560606,,,,,,,,,,,,,,
2000-01-11,0.1882267098432442,0.9821256058680006,,,,,,,,,,,,,,
2000-01-12,0.2051044998686192,0.9787400799669153,,,,,,,,,,,,,,
2000-01-13,0.22192151300416552,0.9750645322571948,,,,,,,,,,,,,,
2000-01-14,0.2386727660059501,0.9711000518829505,,,,,,,,,,,,,,
2000-01-17,0.288482432880609,0.9574851883550393,,,,,,,,,,,,,,
2000-01-18,0.30492122465628907,0.9523775757303974,,,,,,,,,,,,,,
2000-01-19,0.3212696616923644,0.9469877530760753,,,,,,,,,,,,,,
2000-01-20,0.3375228995941133,0.9413173175128471,,,,,,,,,,,,,,
2000-01-21,0.3536761221763716,0.9353679493131483,,,,,,,,,,,,,,
2000-01-24,0.401487989205973,0.9158642882672872,,,,,,,,,,,,,,
2000-01-25,0.4171936026123168,0.9088176373395029,,,,,,,,,,,,,,
2000-01-26,0.4327755925504312,0.901501684131884,,,,,,,,,,,,,,
2000-01-27,0.4482293417404106,0.893918596519257,,,,,,,,,,,,,,
2000-01-28,0.4635502709028509,0.886070621534138,,,,,,,,,,,,,,
2000-01-31,0.5086709438521044,0.8609610158889944,,,,,,,,,,,,,,
2000-02-01,0.5234156073655503,0.8520775211013093,,,,,,,,,,,,,,
2000-02-02,0.5380051715382996,0.8429415373547828,,,,,,,,,,,,,,
2000-02-03,0.5524353131676196,0.8335557718385699,,,,,,,,,,,,,,
2000-02-04,0.5667017562911176,0.8239230057575542,,,,,,,,,,,,,,
2000-02-07,0.6084768701151261,0.7935716089521474,,,,,,,,,,,,,,
2000-02-08,0.6220467484408675,0.7829801036770629,,,,,,,,,,,,,,
2000-02-09,0.6354323008901774,0.7721565844991642,,,,,,,,,,,,,,
2000-02-10,0.6486295610349814,0.7611042586607747,,,,,,,,,,,,,,
2000-02-11,0.6616346182422783,0.7498264012045686,,,,,,,,,,,,,,
2000-02-14,0.699458327051647,0.714673386042961,,,,,,,,,,,,,,
2000-02-15,0.7116566222817746,0.7025274741691571,,,,,,,,,,,,,,
2000-02-16,0.7236440382959124,0.6901733882429719,,,,,,,,,,,,,,
2000-02-17,0.7354170229639855,0.677614789046689,,,,,,,,,,,,,,
2000-02-18,0.7469720876965552,0.6648553979642865,,,,,,,,,,,,,,
2000-02-21,0.7802958510707755,0.6254105729852464,,,,,,,,,,,,,,
2000-02-22,0.7909456567567772,0.6118864012687244,,,,,,,,,,,,,,
2000-02-23,0.8013610881746764,0.5981809144059165,,,,,,,,,,,,,,
2000-02-24,0.811539059007361,0.5842981736283684,,,,,,,,,,,,,,
2000-02-25,0.8214765533024142,0.5702422926917872,,,,,,,,,,,,,,
2000-02-28,0.8498170915275278,0.5270777086423722,,,,,,,,,,,,,,
2000-02-29,0.8587639582758029,0.5123714121284237,,,,,,,,,,,,,,
2000-03-01,0.8674563547295968,0.4975132889071807,,,,,,,,,,,,,,
2000-03-02,0.8758917051442429,0.48250774176121847,,,,,,,,,,,,,,
2000-03-03,0.8840675099433636,0.4673592171580022,,,,,,,,,,,,,,
2000-03-06,0.9070138128026359,0.4211008707960896,,,,,,,,,,,,,,
2000-03-07,0.9141279881853337,0.40542572835999735,,,,,,,,,,,,,,
2000-03-08,0.9209712877166346,0.38963044953078796,,,,,,,,,,,,,,
2000-03-09,0.9275416835791966,0.37371971479046906,,,,,,,,,,,,,,
2000-03-10,0.9338372288229252,0.35769823883312546,,,,,,,,,,,,,,
2000-03-13,0.9510565162951535,0.30901699437494745,,,,,,,,,,,,,,
2000-03-14,0.9562348265919056,0.29260033563334836,,,,,,,,,,,,,,
2000-03-15,0.9611297838723007,0.27609697309746883,,,,,,,,,,,,,,
2000-03-16,0.9657399376548549,0.2595117970697999,,,,,,,,,,,,,,
2000-03-17,0.9700639218515071,0.2428497220959356,,,,,,,,,,,,,,
2000-03-20,0.9813064702716093,0.19245158197082995,,,,,,,,,,,,,,
2000-03-21,0.9844738167520922,0.1755314904214282,,,,,,,,,,,,,,
2000-03-22,0.9873494423939864,0.15855938510313475,,,,,,,,,,,,,,
2000-03-23,0.989932495087353,0.141540295217043,,,,,,,,,,,,,,
2000-03-24,0.9922222094179323,0.12447926388678915,,,,,,,,,,,,,,
2000-03-27,0.9973249731081555,0.07309512989807777,,,,,,,,,,,,,,
